Reviews
"I watched this movie after Twitter was claiming it to be the best movie ever, so I went with high expectations, after watching what I found is movie was mediocre at best, the CGI was great but apart from it everything is just ok at the best, I didn't connect with any character at all. To be honest wait for the film to come on streaming services, not worth it to go to the cinema."
"It's a decent movie. Happy that the comedic timing in certain scenes isn't overdone and it plays out to be a little more serious. The Mandarin in the movie by far the best acted out character and the choreography of the martial arts is on point. The movie is probably about 15 mins too long just when you think ""oh it's finishing up"" there's more. There is a notable difference in the second act with the story going more rapid and pacing is definitely the movies biggest flaw. Acting wise it's cool, nothing amazing or something you haven't seen before.If you're familiar with marvel it's the exact same model as some of the other movies with it being about family (Thor, Black Widow).Wanna have a good time with the family or just a decent watchable movie? This is one that you'll like."
"I have just watched this movie. I am an avid Marvel fan. This film introduces a new character, there is that standard Disney approach, with a mix of comedy, seriousness and lots of action.Disney work through the numbers on this film, there are no surprises and it does what it does on the tin.The acting is good, special effects are solids and the story is not bad.There's continuity linking to the other marvel universe which is nice for the fans.I would actually pitch this at 7.5/10, not quite an 8 but higher than a 7Those review of 1 or 2 out of ten are way off the mark, this film is not that bad."
"If you are like me, from the previews and ads you thought this was a Kung Fu movie about a son rebelling against his crime lord father and the father sends men to force him to return and make him take over as the next leader of the criminal empire. Not an awful plot but not that original either. That is absolutely NOT what this movie is about. I love and hate that Marvel's trailer seldom give anything away and I am glad they are doing it again. That is not at all what this movie is about and I will not spoil anything.The performances are good, the story is good and while not complicated, it keeps your interest. Funny parts, touching parts, action parts, it is overall just a good movie that was enjoyable to watch. It is not one of the best Marvel movies but it is a solid one and worth seeing in the theater."
"That was a freakin' blast! The story is complex and interesting it fills some gaps in the MCU and simultaneously is a great origin story for the character of Shang-Chi.The whole cast is amazing, I mean there is so much chemistry between them. Simu Liu and Tony Leung are phenomenal in their respective roles. The Mandarin tho...so well created character.The movie is amazing bridge between East and West culture. There is so much to explore, much like Wakanda. The history of Shang's culture is so rich.The fight choreography is absolute kick in the gutts...in a good way. I mean this is something completely new for the MCU and they deliver it again! Everything looks so goddamn good and I can't help myself thinking about some scenes! Also, the colors, the effects, the camera work and etc. Everything is magnificent.There is humor for sure, but there is also emotional impact. This is not some bland action packed movie, it's made with heart from fans for the fans. Kudos to the director Destin Cretton!Killer soundtrack and the main song for the movie ""Run It"" fits so good with all.There are a few surprises, that were hidden from the promos and trailers and man...just wait to see them.About the credit scenes...they are two, both are good, but one of them is...SICK!For sure deserves more than one viewing in the cinema, so much story building, details, action, fun. The people who underestimated this movie will be so surprised how great is it."
Shang-Chi was honestly amazing. The cinematic experience was great and the story and plot of the movie was very good too. I am a huge marvel fan and it makes me happy to see that they are branching out to different types of hero's from all types of backgrounds. To sum up my review I really enjoyed it and highly recommend. (stay for the credits to the end)
"The was really good better than I expected,it has a great story,best hand to hand fight scene and more! I can't wait to watch it again more than 10 times I absolutely love this🔥."
"The film contains a lot of confusing plot points that really make the whole story look underwhelming and uninteresting.Why is Shang Chi's father so blind (or stupid) that he cannot see he is being deceived by some otherworldly being? Even after he sees that he released some kind flying demons out? And after Shang Chi tried to politely explain him this a few times?Oh, and the father was just wasted within seconds and the mega-powerful ten rings didn't help him much.And this otherworldly being... The CGI monster. What exactly is it? It turns out to be the main villain of the film, but it's hard care about it at all.I loved the jokes in the movie, and the first hour was fine, but the rest is just disappointing."
"This movie portrays a villain that by far has been the best out of all the other Marvel antagonists. It shows his personal conflicts, his purpose, as well as his cruelty. The hero of this film are overshadowed by this, but the ending really makes a mark on the audience. Also the martial arts and action scenes are a treat to watch and the core of the film is about family."
"This movie is much better than black widow, it's funny, it's exciting, and full of adventure!Must see this summer!"
"Couple of things, 1. The actors are made of plastic, I know it wasn't a CGI cartoon but the actors were so one dimensional it may as well have been. Have never seen live actors display the uncanny valley. 2. Feels alot more like a Disney film and less like a Marvel super hero movie. 3. It was super formulaic, Awkwafina was as usually not funny and every little chuckle was super forced. Overall had some good fight choreography but you can get that in any other Kung Fu Movie. Kind of makes you wonder why so much money was spent on a very very very template movie. Kind of lame."
This is well done as far as special effects but the plot is so boring I couldn't take it and left in the middle of the film.
Shang-Chi inovates in Marvel Cinematic Universe with amazing action choreography that will keep you invested at all times.
"Solid performances, some of the best action sequences in the MCU, visually stunning and likeable characters. This film is not only an achievement for a marvel film but also a film on its own."
"Martin Scorsese called most of these generic MCU movies theme park movies and This movie is perfect example of that. There are some great MCU movies, but seems like Marvel isn't even trying to separate themselves from theme park stigma, when they make movies like this."
Overall it's nothing new or very creative. I have no idea why some people pretend like it's new coming of movies. It's not. It's meh at best. Wait for streaming!
"Well the fight scenes were exciting , the story was incredibly slow. Not the best Marvel movie but not as weak as movies like Thor: The Dark World. Some of the best visuals in any movie I have seen which helps improve the overall experience. Keep an eye out for a fun character to pop up as well!"
Such a good movie. The asian representation is on point. If I could give this movie past a 10 star rating I would. Can't wait for what else marvel has in store.
"'Shang-Chi & the Legend of the Ten Rings' (or SCLTR?) feels like the proper start of MCU's phase 4, with a clear link forming to 'Doctor Strange in the Multiverse of Madness'. We're first introduced to what seems like a Chinese fairytale, as we follow Wenwu (Leung) and his millennium of power with 10 enchanted rings/bracelets. We then meet Li (Chen), who turns out to be the mum of Shang-Chi (Liu) & Xialing (Zhang).How the mystical realm of Ta Lo fits in and it's secrets aren't revealed until the third act, and after the intro, the film does well to show Shang-Chi & Katy (Awkwafina) living their somewhat unfulfilled lives in San Francisco, before the action starts to heat up when Shang-Chi goes looking for his sister. All the actors are very likeable, especially Leung, who does a great job of making sure Wenwu doesn't descend into a caricature of a bad guy, but truly feels like a misguided father. Some great cameos also round everything out and it's always great to see Michelle Yeoh.While a bit slow in some parts, the martial arts scenes and action near the end are great, without being overwhelming - certainly up there with 'Hero' & 'Crouching Tiger, Hidden Dragon'. Also a nice nod to 'Raya & the Last Dragon'! Nice ending and character arc for Shang-Chi - I look forward to seeing him find his place in the MCU."
Just an another amazing movie brought by MCU with adding a new character to marvel universe. Overall fantastic movie with the point of view of storyline and action sequences which really are one of the best among all marvel movies till now. It is clearly visible by this movie that there's something big planned by MCU in future which would be amazing to watch. At last just watch this movie you will love it.
"Another forgettable Marvel film, story is the same old but this time it's the asian version, I think the biggest issue is it's too long or else some of the action were good."
"Shang-Chi and the Legend of the Ten Rings is a wonderful movie in so numerous ways... Visually striking, with a great mastery of the staging from beginning to end.So much visual poetry, the legend/adventure aspect of it is really top-notch, with legends & mystical elements that grab you ever more with the story unveiling before your eyes ... The humor is very pleasant (Katy, played by Awkwafina, brought a welcome energy & heart in each of her scenes) and adds a pretty pleasant flavor to the whole adventure.I really loved the way the characters are written, with Xu Wenwu (Tony Leung) as a complex & layered figure all along the movie... And Xialing (Shang-Chi's sister, played by Meng'er Zhang), as well as Li (their mother) are both highly enjoyable to see express themselves on-screen, they both have a lot of presence (and skills), each in their own ways.I found the entire movie very coherent, every detail makes sense and is counter balanced in a way or another... Yes, there is a strong notion of balance (darkness & light, and so on), with a lot of messages infused in both the action & dialogs. It is an extremely entertaining movie, but I really wanted to emphasize the richness and depth of its story/mythology and characters, all connected in the most organic way.By the way, I loved the whole Asian/Chinesz myths & legends aspec of the movie, the spirit & philosophy of it all was a true delight to my eyes, with countless Sci-Fi elements entwined in it, but all smoothly integrant of this mythology...
I think I probably put it in my Top 5 Marvel movies... I found the staging really majestic, from the dialog scenes to the action scenes, the humor, the flashbacks, and this new ""universe"" (mythology) that is presented here, it just all flows in such a delightful way from beginning to end.Marvel Studios always are very very clever at hiring a great variety of talents, and they nailed it once again... Destin Daniel Cretton (the director of the movie) is super creative and manages to construct pretty complex scenes while always masterfully telling a story, building a deeply cohesive piece ; it's all fantasy but nonetheless feels visceral and real. This movie is another Marvel movie you often forget that it is a Marvel movie, precisely because of its powerful and so deeply captivating mythology, and this emotional weight that you can feel over the characters, it truly sets something different. It felt like I was watching a movie in the vein of certain epic Asian adventure/martial arts movies... Gotta admit it's my jam, so... In addition to the Marvel stuff, it's a very pleasant feeling.The energy in the movie theater was fun, lots of people were excited from all these scenes that just grab you. Because yes, clearly... There is a good number of mind-blowing scenes in this incredible movie ! The photography and color treatment make the movie very striking... And like I said, certain scenes mesmerize you because of their beauty & mastery, or even their grand epicness ! At times, it feels like an epic fresco that you are contemplating.The scene when/where the two parents meet for the first time is beyond gorgeous (the setting, the colors, the choreography, the costume design and overall design, the music & sound effects, the characters and the atmosphere as a whole) ; an absolute masterpiece of art, visually way beyond sublime, what a gift for the eyes, wow... And the 'Grand Final' is quite simply epic, emotionally grabbing, and of course stunning visually, with a flow of glorious shots that all are impressive.A jewel."
"The best amount of tension and humor, with a great storyline and great characters. LOVED IT."
Shang Chi and the Legend of the Ten Rings is one of the best comic book movies I've seen! Great humor and intense action throughout the film! You can sympathize with the villain! The music is phenomenal (possible MCU best). Go watch it!
"Shang-Chi, is an excellent Kung-Fu movie. And it's the less ""Marvel"" movie of the Marvel movies. I mean that as a compliment. There's not much connection to anything else. Not 50 characters included for no reasons. Not a ""check it out guys, it's gonna be so cool in the next movie, I promise!"" vibe, that damages the story.It's basically a less poetic and less romantic ""Crouching Tiger, Hidden Dragon"". Michelle Yeoh (still friggin awesome and butt-kicking at 59 years-old) is even playing in both movies.There's pretty colors, fantastical elements, comedy elements... but under everything, there's a cool story of revenge, of abandonment, of murder, of family and grief. Well, it's a great Kung-Fu movie, not a formulaic super-hero movie.Simu Liu is really charismatic and the fight scenes are awesome (some still sucks, though, because of too much CGI).The actress that plays Shang-Chi's sister is great too and I hope we see her in more movies.Well, everybody is fantastic in the movie (especially Ben Kingsley).It's been a while that I didn't loved a Marvel movie so much and it gives me some optimism on what can still happen with the MCU."
"With no real concept of the character or the story, I didn't really know what to expect from Shang-Chi and the Legend of the Ten Rings. I was pleasantly surprised. This Marvel action film is above average, and features impressive visuals, engaging action scenes, and entertaining characters. There are some missing pieces in the story, which they may be saving for later, but overall, I enjoyed this introduction to a new MCU superhero."
"The story is good, the visuals are out of this world. You'll definitely enjoy it❤👌."
"Amazing martial arts and epic fights, but it lacks plot in the ending and it's quite bland. Still it's one of the best hand to hand combat MCU-movies I've seen. Good usage of comedy as usual for the MCU."
"It is a story of self discovery, full of great character arcs, glorious fight scenes and The cinematography, choreography, plot - it could not have been done better. Simu Liu really shines as the main character: he brings so much charm to the role that it's easy to grow fond of him. CGI and the fight scenes were stunning!The perfect start for phase 4 (I know, the start is with black widow but is something ""old"")Marvel hasn't made such a masterpiece since Black Panther."
"Just the poster alone says it all, the movie was great. Great writing, great character development, story, acting, villain, comedy and the best fights.Like I just wrote the story was great, maybe you can say AMAZING. All of the character development was awesome to see and really entertaining. It was not at all rushed in the direction and at the same time didn't it bore me.So save to say, it was one of the best non-avengers MCU movie for me. I would watch it again and maybe even three times after that.(sorry for my englis, I'm Russian (Taskmaster yk))"
"I had very high expectations and Shang-Chi still blew me away. Definitely the best Marvel movie to date, the story was great. The villain wasn't boring and didn't have lame motives, the characters were well written, the music was fantastic and the fight scenes and special effects were amazing. It's also a very easy movie to understand and enjoy if you aren't very well versed in Marvel movies as it's Shang-Chi's introductory movie. Highly recommend."
"I was not expecting that, I had visions of a film along the same lines as Snake Eyes, that was an out of date bagel, this was a four course banquet.Fast paced, energetic, and relentless, not particularly the genre I normally go to, or enjoy, but I loved every second of it, a visual masterpiece. Superb acting, terrific musics, but it's produced in such a magical way, it is stunning.I plan on seeing this again, just to understand a few bits a little more.Go and watch it, you'll love it, 9/10."
Extremely overrated movie for no reason at all. It doesn nothing new. Only thing marvel has left is Spider-Man right now. Everything else is just super meh.
"Shang Chi is an emotional roller coaster. Using the strength of its powerful and interesting villain, the movie successfully brings together the past 10 years of Marvel movies into a largely effective cocktail of super-heroic dramatics. Destin Daniel Cretton creates a superhero movie that it's every bit the epic that it needs to be. However prepared you feel, you are not ready for the villain, Mandarin . Shang Chi is stunning, hilarious and heartbreaking and one of the best action set pieces of this year which is the bus scene."
"It's one of the best marvel/origin movies to date. Can't wait for what's next. It was action-packed, hilarious, and emotional. Family at its heart/core. The story was EPIC, visuals were great. It redeemed Iron Man 3 and Ten Rings. Wenwu was amazing, one of the best and memorable Marvel villains. Simu Liu shined as Shang-Chi, it was made for him. His portrayal made Shang-Chi an instant fan favorite. Co-stars were also amazing, they portrayed their roles perfectly. Especially, Xialing and Katy, such great characters. A must-watch."
"For a guy like me, that grown up watching Jackie Chan's kung fu movies, this film was a wonderful experience!Besides all the perfect fight scenes and amazing special effects the story telling was terrific, I was completely moved by Shang-Chi's story and his family's.And the ending was awesome as well! I don't have too much to say, just a wonderful feeling that this movie gave me!"
"I really liked the movie. The fight scenes were great and CGI was excellent. My only confusion was why some characters were so shocked that there were mystical creatures and the story that Shawn and Katie was telling their friends was so unbelievable to them especially since the timeline of this movie takes place after End Game. Did they not see aliens come down with crazy abilities? I think once this happens, someone has to believe that anything is possible."
"Does everything the MCU does very well, a few of the things it does poorly, and then brings a whole lot of new elements to the universe. Incredibly enjoyable ride in theaters. At worse, you'll leave feeling like it was pretty good."
Okay so I know black widow was good and all but this oh my God this is the marvel magic movie of the year I laughed felt a rush of action and adventure threw out the entire movie it's just flat out fun to watch like every marvel movie should be so much fun so much to enjoy i highly recommend it to almost anyone. So much enjoyment here.
"Right now only MCU movie that actually has any passion behind it is Spider-Man No Way Home. Shang-Chi was just another generic origin story, but of course i went to see it, just so i could write this review."
This movie was awesome. It felt like an entirely different experience with amazing CGI. Tony Leung really shone in this movie. It definitely focuses on introducing new characters unlike what people think that these solo mcu movies are just there to set up for a must see event.I just don't understand why people are rating this one star when it hasn't even been released in the majority of countries. People just be hating for no reason.
Although i watched hall print bt this movie was too good that i can't even blame the hall print.
"I left the theater almost speechless, I went in with pretty high expectations, As a Asian-American person I didn't really know what to expect from the MCU since it was really their first time introducing this type of culture and character into their franchise, but after seeing this it met all my expectations from the cinematography, to the lore of Chinese mythology and action. I hope this film gets the hype it deserves it ties in with the bigger MCU and leaves some mystery for the anticipation of more."
"This movie is it, the whole time I was in awe, everybody in the theater were. Don't read anything, watch it, it's worth the time and money and everything. Marvel outdid themselves. This is phase 4 people, this is it.Fantastic directing, fantastic editing, fantastic CG, fantastic soundtrack. My expectations were surpassed. I recommend it to everyone."
"Overall it was a pretty bland movie. The plot was uninteresting and boring. There's not as many fight scenes as you'd think. Most of the characters didn't have a lot of personality. And Shang's girlfriend was incredibly annoying.It had it's moments though. There's a certain character that brought some fun scenes to the film.It's definitely one of the lower tier marvel movies, but it was still worth watching."
"I saw ""Shang_Chi and the Legend of the Ten Rings"", starring Simu Liu-Taken_tv, Kung Fu Cops; Awkwafina-Jumanji:The Next Level, Ocean's Eight; Tony Chiu_Wai Leung-The Grandmaster, Hard Boiled and Michelle Yeoh-Star Trek:Discovery_tv, Mechanic:Resurrection.This is the first Asian Marvel super hero movie that is based on a minor-not as well known-character. I grew up loving 'The Master of Kung Fu' because of the martial arts aspect and still have the original comic books. FYI: Shang_Chi was originally based-visually-on Bruce Lee. Paul Gulacy-one of the artist at the time-even drew Shang_Chi to look like Bruce Lee. They also made changes-mainly because of political correctness-to his origin story. Originally, Shang_Chi was the son of Fu Manchu, a racially insensitive character. But now, it has been changed to be the son of The Mandarin, an old Iron Man villain. In the comics, The Mandarin had 10 rings on his fingers but here it has been changed to rings on his forearms. These rings shoot energy force bolts and Tony also calls his evil organization, 'The Ten Rings'. Simu plays Shang_Chi and Tony is the Mandarin. In this origin story, you learn what caused their estrangement and why Tony is wanting so badly to reconnect. Awkwafina plays Simu's best friend that tags along on Simu's adventures with glimpses into his past & present life-and lots of fantastic martial arts-and Michelle play's Simu's aunt. If you like The Eagles, you'll probably enjoy the connection to 'Hotel California'. There are several cameos, including a couple of Avengers. As the end credits start, there is a scene and another one at the very end so don't leave too early.It's rated ""PG-13"" for action, violence and language and has a running time of 2 hours & 12 minutes.I really enjoyed this movie and would buy it on Blu_Ray."
"Some of the best action scenes yet, great backstory and character development, one of the best MCU ""Villians"" yet, overall very refreshing and enjoyable."
"The fight scenes, creature designs and set are absolutely amazing, but overall story was sort of slow. Visually stunning but yet I couldn't help but feel it's a bit overrated. It also felt less connected to the mcu than most Marvel films and the first Wong/ Abomination cameo felt very out of place."
"When the movie first started... I felt like I was watching a ""foreign"" film. No English just Chinese with English subtitle? Didn't know what to expect in this movie. Then later on, the casts started speaking English & the awesome fighting scenes kicked in. OMG!! How exciting~ The fighting choreography was unbelievable. Just as good as Jackie Chan movies!The storyline was alright but the CG was very good. They used lots of Chinese culture tradition, costume & symbols. Looking forward to see the next sequel."
